name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
new york,2022-01-01T00:00:00,10.4,10.4,8.4,87.35,0,0,,0,0,13,8.4,160,1012.7,100,12.3,0,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-01T01:00:00,10.5,10.5,8.5,87.22,0,0,,0,0,13.3,3.7,84,1012.5,100,10.7,0,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-01T02:00:00,10.5,10.5,8.8,89.05,0,0,,0,0,13.3,0,0,1012.6,100,9.8,0,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-01T03:00:00,10.5,10.5,8.4,86.75,0,0,,0,0,13.7,8,127,1012.2,100,12.7,0,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-01T04:00:00,10.1,10.1,8.9,92.12,0,0,,0,0,14.8,8.7,153,1011.2,100,10.8,0,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC"
new york,2022-01-01T05:00:00,10,10,8.9,93.11,0,0,,0,0,16.6,2.1,57,1011,100,7.7,0,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-01T06:00:00,10.4,10.4,9.2,92.25,0.048,100,rain,0,0,18,7.2,142,1010,100,4.7,0,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-01T07:00:00,10.5,10.5,9.5,92.95,0.14,100,rain,0,0,18,2.1,61,1010,100,7.7,0,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-01T08:00:00,10.1,10.1,9.2,94.12,0.849,100,rain,0,0,14.8,8.7,134,1009.6,100,3.8,9,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-01T09:00:00,11,11,9.8,92.82,0.843,100,rain,0,0,15.8,9.9,172,1009.7,100,9.8,21,0.1,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-01T10:00:00,11.6,11.6,10.5,92.86,0.383,100,rain,0,0,15.1,9.6,216,1010.6,100,8.9,31,0.1,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-01T11:00:00,12.2,12.2,11,92.75,0.249,100,rain,0,0,14.4,9.5,207,1009.4,100,9.9,54,0.2,1,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732"
new york,2022-01-01T12:00:00,12.4,12.4,11.1,92.23,0.101,100,rain,0,0,17.3,11.6,241,1008.2,100,10.6,55,0.2,1,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-01T13:00:00,12.6,12.6,11.7,94.21,0.417,100,rain,0,0,20.5,8.8,228,1007.5,100,11.1,51,0.2,1,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-01T14:00:00,12.6,12.6,11.9,95.7,0,0,,0,0,12.2,1.2,331,1007,100,9.3,52,0.2,1,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-01T15:00:00,13.1,13.1,11.7,91.14,0,0,,0,0,10.4,3.2,272,1006.1,99.1,12.9,52,0.2,1,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-01T16:00:00,13.4,13.4,12,91.16,0,0,,0,0,9.4,4,278,1005.9,100,12.9,21,0.1,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-01T17:00:00,13.3,13.3,11.7,89.98,0.048,100,rain,0,0,3.6,2.4,93,1006,100,13.7,2,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,72503014732"
new york,2022-01-01T18:00:00,12.5,12.5,11.5,94.21,0.442,100,rain,0,0,8.6,1.7,30,1006.2,100,9,0,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-01T19:00:00,12.1,12.1,11.3,95.02,1.163,100,rain,0,0,10.1,4.2,32,1006.1,100,6.1,0,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-01T20:00:00,11.7,11.7,10.9,95.16,1.603,100,rain,0,0,11.9,6.8,81,1005.2,100,3.7,0,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-01T21:00:00,11.5,11.5,10.7,95.16,1.374,100,rain,0,0,15.8,8,54,1004.2,100,3.5,0,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-01T22:00:00,11.6,11.6,11,96.08,3.801,100,rain,0,0,18.4,13.1,37,1002.9,100,3.7,0,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-01T23:00:00,11.5,11.5,10.8,95.87,7.22,100,rain,0,0,21.2,10.2,67,1002.1,100,5,0,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-02T00:00:00,10.9,10.9,10.3,96.31,1.228,100,rain,0,0,19.1,13.7,59,1000.8,100,9.1,0,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-02T01:00:00,10.9,10.9,10.3,96.31,0.5,100,rain,0,0,14.8,12.4,86,1000.5,100,8.5,0,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-02T02:00:00,10.7,10.7,10.2,96.51,0,0,,0,0,20.2,3.3,0,1000.3,100,7.4,0,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-02T03:00:00,11,11,10.2,95.04,0,0,,0,0,12.2,11.9,332,1001,100,9.5,0,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-02T04:00:00,11.2,11.2,10.7,96.3,0,0,,0,0,13,4.6,339,1000.8,100,10,0,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-02T05:00:00,11.3,11.3,10.7,96.15,0,0,,0,0,10.4,2.9,338,1001,100,5,0,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,KNYC,72503014732"
new york,2022-01-02T06:00:00,11,11,10.3,95.37,0.468,100,rain,0,0,10.1,4.3,338,1001.2,100,6.6,0,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-02T07:00:00,11.2,11.2,10.5,95.45,0.027,100,rain,0,0,7.6,6.3,253,1001.3,100,4.8,0,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,KNYC,72503014732"
new york,2022-01-02T08:00:00,11.1,11.1,10.6,96.3,0,0,,0,0,9.4,1.8,328,1001.3,100,9.7,7,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-02T09:00:00,11.8,11.8,11.1,95.51,0,0,,0,0,14.8,4.3,280,1001.5,100,9.2,26,0.1,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-02T10:00:00,12.2,12.2,11.2,93.24,0,0,,0,0,20.2,11.9,204,1002.6,100,11,57,0.2,1,,Overcast,cloudy,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732"
new york,2022-01-02T11:00:00,12.2,12.2,11.1,93.11,0,0,,0,0,22.7,15.7,244,1003,100,10.6,54,0.2,1,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-02T12:00:00,12.9,12.9,11.2,89.27,0,0,,0,0,25.2,16.4,233,1002.3,98.2,13.6,94,0.3,1,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-02T13:00:00,14,14,11.2,83.47,0,0,,0,0,25.9,16.6,242,1002.3,92.2,15.3,110,0.4,1,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-02T14:00:00,14.6,14.6,10.6,76.63,0,0,,0,0,31,16.7,281,1002.9,95.7,16,172,0.6,2,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-02T15:00:00,12.9,12.9,8.8,76.01,0,0,,0,0,42.5,16.5,343,1003.9,88.9,16,64,0.2,1,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-02T16:00:00,11.8,11.8,8,77.37,0,0,,0,0,24.8,5.8,356,1005.1,90.6,16,30,0.1,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-02T17:00:00,10.8,10.8,6.6,75.1,0,0,,0,0,24.8,15.9,308,1007,98.2,16,7,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-02T18:00:00,9.3,6.6,3.7,67.96,0,0,,0,0,35.3,18.7,309,1009.4,97.3,16,0,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,KNYC,72503014732"
new york,2022-01-02T19:00:00,7.8,4.9,1.7,65.58,0,0,,0,0,50.5,17.3,316,1010.6,100,16,0,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-02T20:00:00,4.7,0.3,-1.3,65.06,0,0,,0,0,47,24,311,1012.6,35.9,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-02T21:00:00,3.6,-0.3,-2.1,66.22,0,0,,0,0,45.3,16.7,320,1013.4,35.9,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-02T22:00:00,3.5,0.2,-2.3,66.05,0,0,,0,0,33.5,13.3,336,1014.2,88.9,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-02T23:00:00,3.5,0.5,-2.5,64.84,0,0,,0,0,31,11.9,352,1015.2,95.7,16,0,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-03T00:00:00,3.1,-0.5,-3,64.28,0,0,,0,0,29.2,14.6,318,1016,50.8,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-03T01:00:00,3,-0.7,-3.6,61.95,0,0,,0,0,27,15,311,1016.8,51.8,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-03T02:00:00,2.5,-0.7,-3.8,63.31,0,0,,0,0,26.3,11.7,293,1018.7,90.6,16,0,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-03T03:00:00,2.3,-2.6,-4.3,61.6,0,0,,0,0,26.6,21.5,6,1018.9,97.5,16,0,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-03T04:00:00,1.3,-4.4,-5.9,58.94,0,0,,0,0,33.5,26.1,23,1017.9,97.5,16,0,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-03T05:00:00,0.8,-3.3,-6.3,59.23,0,0,,0,0,27.7,14.2,21,1019.1,97.5,16,0,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-03T06:00:00,0.3,-4.8,-6.2,61.94,0,0,,0,0,33.5,19.6,12,1019.6,93.1,16,0,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-03T07:00:00,-0.4,-6.2,-6.8,61.8,0,0,,0,0,38.9,24,9,1018.9,38.4,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-03T08:00:00,-0.6,-5.9,-9.7,50.18,0,0,,0,0,32.5,19.8,10,1019.6,55.1,16,8,0,0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-03T09:00:00,-1,-7.5,-13.2,39.15,0,0,,0,0.1,40.8,27.1,10,1020.5,100,16,18,0.1,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-03T10:00:00,-1.1,-6.9,-12.3,42.38,0,0,,0,0.5,39.7,21.6,22,1020.8,100,16,22,0.1,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-03T11:00:00,-1.6,-6.6,-12,44.96,0,0,,0,1.1,35.3,15.9,4,1020.5,100,16,32,0.1,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-03T12:00:00,-1.6,-6.7,-12.7,42.66,0,0,,0,1.7,50,16.5,14,1018.9,100,16,45,0.2,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-03T13:00:00,-1.6,-7.3,-13.6,39.55,0,0,,0,2.3,32.7,20.3,18,1016.5,98.2,16,64,0.2,1,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-03T14:00:00,-1.9,-8.2,-12.2,45.27,0,0,"rain,snow",0.1,2.9,37.7,24.1,8,1016.3,100,16,56,0.2,1,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-03T15:00:00,-2.4,-8.2,-11.5,49.94,0,0,snow,0.4,3.3,36,19.3,16,1017.2,93.1,16,30,0.1,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-03T16:00:00,-2.4,-8.8,-12.3,46.83,0,0,snow,0.7,3.5,45.8,23.7,345,1017.5,54.2,16,16,0.1,0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-03T17:00:00,-2.4,-9.4,-14.1,40.23,0,0,snow,0.6,2.9,41.6,27.9,4,1018.1,65,16,6,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-03T18:00:00,-2.6,-8.6,-15.4,36.81,0,0,,0,2.9,41.9,20,352,1019.4,34.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-03T19:00:00,-3,-8.8,-15.3,38.35,0,0,,0,0.6,45.8,18.6,337,1020.7,34.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-03T20:00:00,-3.6,-9,-15.4,39.47,0,0,,0,0.6,40.7,15.6,356,1021.8,34.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-03T21:00:00,-4.1,-11,-13.9,46.63,0,0,,0,0.6,41.6,23.8,354,1022.6,15.6,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-03T22:00:00,-4.1,-9.8,-12.4,52.41,0,0,,0,0.6,29.5,16.6,344,1023.1,10.5,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-03T23:00:00,-4.7,-11,-12,56.74,0,0,,0,0.7,33.5,18.9,348,1023.5,0,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-04T00:00:00,-5.2,-10.8,-11.9,59.74,0,0,,0,0.7,37.5,14.6,340,1024.2,0,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-04T01:00:00,-5.4,-11.4,-12.4,58.12,0,0,,0,0.7,27.7,16.6,318,1024.8,0,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-04T02:00:00,-6,-11.6,-14.3,52,0,0,,0,0.7,33.5,14.1,304,1025.9,0,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-04T03:00:00,-6.3,-12.7,-14.5,52.13,0,0,,0,0.7,35.3,17.8,309,1026.6,0,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-04T04:00:00,-6.5,-13.1,-14.2,54.32,0,0,,0,0.7,25.9,18.5,300,1027.8,0,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-04T05:00:00,-6.5,-13.3,-14.5,52.99,0,0,,0,0.7,25.9,19.1,310,1028.1,0,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-04T06:00:00,-7,-13.7,-13.7,58.86,0,0,,0,0.7,31.7,17.9,307,1028.8,0,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-04T07:00:00,-6.9,-13.9,-13.9,57.36,0,0,,0,0.7,27.7,19.7,303,1029.6,0,16,1,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,72503014732"
new york,2022-01-04T08:00:00,-6.7,-12.3,-13.3,59.6,0,0,,0,0.7,27,13.3,352,1030.3,4.4,16,5,0,0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-04T09:00:00,-6.1,-9.6,-13.6,55.67,0,0,,0,0.7,23.8,7.2,294,1030.6,10.5,16,128,0.5,1,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-04T10:00:00,-4.8,-7.5,-13.2,52.05,0,0,,0,0.7,19.8,5.9,281,1030.9,10.5,16,262,0.9,3,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-04T11:00:00,-2.5,-2.5,-13.2,43.83,0,0,,0,0.7,14.4,0,0,1030.5,10.5,16,442,1.6,4,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-04T12:00:00,-0.9,-0.9,-13,39.32,0,0,,0,0.6,13,3.3,323,1029.4,10.5,16,487,1.8,5,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-04T13:00:00,-0.2,-2.6,-11.6,41.62,0,0,,0,0.6,15.5,7.1,270,1028.3,14.1,16,478,1.7,5,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-04T14:00:00,0.5,-2.2,-11.2,41.38,0,0,,0,0.6,18.4,8.2,288,1027.9,25.4,16,345,1.2,3,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-04T15:00:00,0.8,-2.2,-11.5,39.35,0,0,,0,0.6,20.2,9.8,208,1028,25.4,16,265,1,3,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-04T16:00:00,1.3,-2.4,-11.2,39.08,0,0,,0,0.6,20.2,12.7,241,1028,34.2,16,114,0.4,1,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-04T17:00:00,0.8,-2.9,-11.3,40.19,0,0,,0,0.6,20.2,12.1,241,1028.1,34.2,16,12,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-04T18:00:00,0.5,-2.2,-10.5,43.44,0,0,,0,0.6,22.3,8,230,1028,34.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-04T19:00:00,0.4,-2.8,-10.4,44.05,0,0,,0,0,22.7,10.1,210,1027.9,34.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-04T20:00:00,0.6,-3.3,-10.4,43.82,0,0,,0,0,22.7,12.8,225,1027.9,34.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-04T21:00:00,0.5,-3.1,-9.3,48.03,0,0,,0,0,23,11.6,196,1027.2,34.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-04T22:00:00,0,-3.2,-8.8,51.89,0,0,,0,0,23,9.5,193,1026.8,34.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-04T23:00:00,-0.1,-0.1,-8.3,54.13,0,0,,0,0,22.7,4.4,348,1026.3,25.4,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-05T00:00:00,-0.7,-4.2,-7.7,59.36,0,0,,0,0,22.7,10,184,1025.7,19.2,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-05T01:00:00,-0.4,-3.2,-8,56.32,0,0,,0,0,23.8,8.4,198,1024.6,19.2,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-05T02:00:00,0,-2.5,-8.8,51.73,0,0,,0,0,24.5,7.2,210,1023.9,34.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-05T03:00:00,0,-2.8,-6,63.91,0,0,,0,0,23,8.4,224,1023,34.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-05T04:00:00,0.3,-2.1,-5.2,66.53,0,0,,0,0,21.6,7.3,255,1022,98.2,16,0,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-05T05:00:00,0.4,-2.4,-4.6,69.39,0,0,,0,0,20.9,8.5,238,1020.6,98.2,16,0,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-05T06:00:00,0.7,-1.6,-2.6,78.12,0.3,100,"rain,snow",0,0,19.8,7.2,261,1019.5,100,12.1,0,0,0,,"Snow, Rain, Overcast",rain,"72505394728,KEWR,KLGA,KNYC,72503014732"
new york,2022-01-05T07:00:00,0.6,0.6,-1.8,83.74,0.539,100,"rain,snow",0,0,19.4,2.1,320,1018.2,100,12.7,0,0,0,,"Snow, Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-05T08:00:00,1.9,1.9,0.3,89.49,0.564,100,"rain,snow",0,0,18.7,2.8,82,1017.1,100,5.3,15,0.1,0,,"Snow, Rain, Overcast",rain,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732"
new york,2022-01-05T09:00:00,2.6,1.4,1.5,92.48,0.433,100,rain,0,0,18.4,4.9,26,1015.9,100,5.4,35,0.1,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-05T10:00:00,3.1,-0.1,1.7,90.73,0.361,100,rain,0,0,18.4,12.6,228,1015.4,100,9.7,46,0.2,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-05T11:00:00,3.8,1.1,2,88.51,1.431,100,rain,0,0,27.7,10.5,212,1014.4,100,6.1,47,0.2,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-05T12:00:00,4.4,1.5,2.9,89.65,1.378,100,rain,0,0,25.9,12.5,219,1012.5,100,7.1,57,0.2,1,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-05T13:00:00,6,2.7,4.2,88.04,0.433,100,rain,0,0,31.7,17.4,190,1010.6,100,14.6,109,0.4,1,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-05T14:00:00,7,5.2,4.8,85.95,0,0,,0,0,32.8,9.5,186,1009.3,100,14.9,110,0.4,1,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-05T15:00:00,7.7,6,5.2,83.79,0,0,,0,0,32,9.8,196,1008.4,92.3,14.9,94,0.3,1,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-05T16:00:00,7.9,5.6,5.2,83.55,0,0,,0,0,28.4,12.8,209,1008.4,92.3,14.9,35,0.1,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-05T17:00:00,7.8,6.7,5,82.41,0,0,,0,0,25.2,6.9,204,1007.9,88.9,16,11,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2022-01-05T18:00:00,7.8,5.3,4.6,80.3,0,0,,0,0,22.3,14,214,1007,34.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-05T19:00:00,7.6,5.5,4.2,78.76,0,0,,0,0,22.3,11.9,236,1006.7,50.8,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-05T20:00:00,6.6,3.9,3.5,80.44,0,0,,0,0,31.7,14,228,1007.2,34.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-01-05T21:00:00,6.4,3.9,3.2,79.95,0,0,,0,0,27.7,12,228,1006.7,34.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
